"Ticker.Symbol","Period.Ending","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"NSC","12/31/15",1.294e+09,1.09e+08,1.03e+08,13,-2.385e+09,2.143e+09,49,1.101e+09,-3.5e+07,2.99e+08,3.662e+09,113,0,8.942e+09,1.059e+09,2.987e+09,2.442e+09,0,0,2.8992e+10,0,65,6.849e+09,8.86e+08,0,5.45e+08,2.71e+08,2.35e+08,-1.52e+08,9.393e+09,2.572e+09,0,0,1.083e+09,1.28e+08,2.908e+09,-6.93e+08,-2.087e+09,1.556e+09,2.9e+08,1.556e+09,1.556e+09,9.46e+08,0,2.884e+09,27,6.3e+07,1.94e+08,2.37e+08,-4.45e+08,0,6.3e+07,1.385e+09,8.1e+07,1.054e+09,23,20,15,100,0,1.0191e+10,-1.063e+09,2.911e+09,7e+08,0,3.4139e+10,2.512e+09,2.231e+09,1.2188e+10,2.1951e+10,3.4139e+10,1.0511e+10,0,2015,5.13,303313840.2
"NSC","12/31/16",1.46e+09,2.3e+07,7.1e+07,13,-1.887e+09,2.179e+09,41,9.56e+08,4.2e+07,2.92e+08,3.045e+09,98,0,9.14e+09,1.03e+09,3.145e+09,2.582e+09,0,0,2.9751e+10,0,69,6.843e+09,9.14e+08,0,5.63e+08,2.57e+08,-7.5e+07,1.58e+08,9.562e+09,2.777e+09,0,0,9.4e+07,-1.45e+08,3.034e+09,-1.347e+09,-1.832e+09,1.668e+09,1.81e+08,1.668e+09,1.668e+09,9.45e+08,0,3.074e+09,31,7.3e+07,1.33e+08,2.29e+08,-4.87e+08,0,1.3e+08,1.442e+09,-6.8e+07,1.026e+09,26,21,17,87,0,1.0425e+10,-7.46e+08,2.743e+09,6.5e+08,0,3.4892e+10,2.291e+09,2.339e+09,1.2409e+10,2.2483e+10,3.4892e+10,9.888e+09,0,NA,NA,NA
"NTAP","4/26/13",607700000,23100000,-41200000,11,-303300000,4738900000,182,3277100000,2.2e+07,5e+05,2571300000,220,0,1446200000,404800000,566600000,566600000,-9300000,0,1170900000,988100000,59,3761100000,61300000,180600000,0,139500000,1.77e+08,276700000,994600000,0,0,0,987300000,1727300000,1386300000,578900000,-228600000,505300000,197700000,505300000,505300000,800900000,1700000,607800000,10,484600000,525200000,1965100000,8700000,-1900000,-102300000,253500000,-43300000,0,9,12,8,216,904200000,2896800000,-479400000,2247400000,1257800000,3675500000,11242400000,8418200000,3830600000,4717500000,6524900000,11242400000,6332400000,-2927400000,2013,1.4,360928571.4
"NTAP","4/25/14",1040800000,-5.7e+07,7e+06,17,-2.21e+08,3.776e+09,186,2.291e+09,1.7e+07,3e+05,2.406e+09,240,0,1446400000,3.34e+08,7.41e+08,7.41e+08,8e+06,0,1108800000,988100000,62,3.919e+09,1.03e+08,121500000,0,122400000,9.74e+08,1.27e+08,990100000,0,0,0,-1.265e+09,-9.86e+08,1.35e+09,-3.104e+09,7.6e+08,6.38e+08,1.72e+08,6.38e+08,6.38e+08,855900000,8.8e+07,7.34e+08,12,524100000,489700000,1653800000,9100000,-9e+06,7e+06,296200000,1.19e+08,0,12,20,10,236,9.18e+08,1100000,-1.68e+09,2.179e+09,0,2712300000,9213800000,6471300000,2694600000,3786500000,5427300000,9213800000,6.325e+09,0,2014,1.87,341176470.6
"NTAP","4/24/15",9.85e+08,7.5e+07,-3e+06,16,-1.75e+08,0,197,1.922e+09,-2.4e+07,3.385e+09,2.29e+09,250,0,1.473e+09,3.07e+08,7.13e+08,7.13e+08,-5.9e+07,0,1.03e+09,1.027e+09,63,3.833e+09,1.53e+08,9e+07,0,1.46e+08,-6.45e+08,9.4e+07,1.487e+09,0,0,0,4.95e+08,-3.69e+08,1.268e+09,-6.75e+08,-9.03e+08,5.6e+08,2.36e+08,5.6e+08,5.6e+08,7.79e+08,0,7.16e+08,12,4.81e+08,5.22e+08,1.724e+09,-2.4e+07,-9e+06,-8.3e+07,3.18e+08,2e+07,0,12,21,9,245,9.2e+08,5.3e+07,-1.008e+09,2.197e+09,0,3.404e+09,9.401e+09,6.773e+09,2.709e+09,3.414e+09,5.987e+09,9.401e+09,6.123e+09,0,2015,1.77,316384180.8
"NTAP","4/29/16",1.019e+09,-1.6e+07,4.8e+07,8,-1.6e+08,0,145,2.868e+09,4.9e+07,2.912e+09,2.173e+09,176,0,1.591e+09,2.79e+08,3.45e+08,3.45e+08,-4e+06,0,9.37e+08,1.676e+09,61,3.373e+09,1.16e+08,1.8e+08,0,9.8e+07,9.82e+08,1.63e+08,1.49e+09,0,0,0,8.5e+08,9.46e+08,9.74e+08,-1.09e+08,8.5e+07,2.29e+08,1.66e+08,2.29e+08,2.29e+08,8.13e+08,1.16e+08,3.48e+08,6,7.96e+08,2.34e+08,1.794e+09,-3.1e+07,1.36e+08,-7.37e+08,4.13e+08,1.04e+08,0,6,12,4,173,8.61e+08,0,-8.9e+08,2.099e+09,8.49e+08,2.435e+09,1.0037e+10,6.448e+09,3.662e+09,2.881e+09,7.156e+09,1.0037e+10,5.546e+09,0,2016,0.78,293589743.6
"NTRS","12/31/12",0,-41900000,0,9,-73300000,1012700000,NA,61270200000,0,408600000,0,NA,0,0,277700000,1289700000,992300000,68300000,0,469900000,537800000,0,0,3.05e+08,0,0,0,-3727700000,8500000,0,60240100000,0,0,-1393300000,-562600000,814400000,-3072900000,1627600000,687300000,-85600000,687300000,687300000,2049100000,0,0,0,3930200000,0,81407800000,-2.83e+08,-1269700000,5428600000,2854200000,-13100000,2.5e+07,24,13,16,NA,0,6702700000,-55600000,2878800000,1847400000,0,97463800000,0,0,7.527e+09,89936800000,97463800000,4193500000,-3.14e+08,2012,2.82,243723404.3
"NTRS","12/31/13",0,-206200000,0,9,-91900000,1035700000,NA,66721200000,0,408600000,0,NA,0,0,363200000,1297900000,1075500000,-134600000,0,458800000,540700000,0,0,344200000,0,0,0,-115700000,-42700000,0,59827700000,0,0,1606800000,-590300000,839300000,4388300000,-5683300000,731300000,8e+05,731300000,731300000,1355200000,0,0,0,4.764e+09,0,84098100000,-244300000,3165600000,-5475700000,3790400000,-38600000,2e+07,25,14,17,NA,0,7134800000,-163500000,2993800000,3.441e+09,0,1.03e+11,0,0,7.912e+09,95035300000,1.03e+11,4311700000,-422800000,2013,3.01,242956810.6
"NTRS","12/31/14",0,20900000,0,10,-81900000,1050900000,NA,70161900000,0,408600000,0,NA,0,0,370500000,1371600000,1190200000,90900000,0,444300000,533200000,0,0,378400000,0,0,0,-3170700000,50700000,0,65107200000,0,0,-868700000,-111800000,9.36e+08,7073700000,-8212400000,811800000,-8400000,802300000,811800000,1568800000,0,0,0,5865100000,0,9.0757e+10,-319700000,8.21e+09,-4959800000,4125300000,-254300000,6e+06,26,14,18,NA,0,7625400000,35300000,3.135e+09,3503200000,0,1.1e+11,0,0,8448900000,1.01e+11,1.1e+11,4512600000,-704800000,2014,3.34,243053892.2
"NTRS","12/31/15",0,-16200000,0,11,-98500000,1072300000,NA,76167800000,0,408600000,0,NA,0,0,404900000,1618900000,1.465e+09,-73800000,0,446900000,526400000,0,0,491200000,0,0,0,-7242100000,198600000,0,70554500000,0,0,1161900000,3.394e+09,1834400000,8534100000,-6900700000,973800000,-63800000,950400000,973800000,2.157e+09,0,0,0,4464400000,0,96868900000,-372700000,8123500000,439900000,3352900000,543900000,-4.3e+07,30,17,20,NA,0,8242800000,-402900000,3280600000,4953200000,0,1.17e+11,0,0,8705900000,1.08e+11,1.17e+11,4856500000,-1033600000,2015,4.03,241637717.1
"NUE","12/31/12",1749656000,148113000,0,7,-947608000,1811459000,57,1052862000,-65655000,150805000,17915735000,279,0,856917000,607021000,1028638000,866263000,2704000,-13323000,4283056000,2004538000,8,1513538000,259814000,959240000,162375000,2323641000,1682480000,-199881000,3380200000,0,243803000,0,-622055000,-147783000,1200385000,-1146877000,-203995000,504619000,86345000,504619000,504619000,1707317000,3e+07,1028638000,5,1243861000,473377000,0,56761000,1172000,-938867000,0,31316000,0,4,11,3,164,0,7124523000,10515000,454900000,279912000,104167000,14152059000,5661364000,2029568000,7641571000,6510488000,14152059000,19429273000,-1501977000,2012,1.58,319379113.9
"NUE","12/31/13",1927714000,-103649000,0,6,-1196952000,1843353000,77,1483252000,-298074000,151010000,17641421000,327,0,955889000,610208000,928721000,781826000,-3633000,9297000,4917024000,1973608000,7,1410625000,205594000,874154000,146895000,2605609000,276637000,124594000,4376900000,0,264509000,0,748429000,430390000,1077949000,196044000,-839970000,488025000,117425000,488025000,488025000,1810987000,1.4e+07,928721000,5,1028451000,482007000,0,9080000,111000,80345000,0,41916000,0,4,10,3,194,0,7140440000,0,467904000,32502000,28191000,15203283000,6410046000,1960216000,7645769000,7557514000,15203283000,19052046000,-1498114000,2013,1.52,321069078.9
"NUE","12/31/14",1873965000,-179181000,0,9,-667982000,1883356000,54,1024144000,-45963000,151237000,19198615000,307,0,1082433000,724423000,1360328000,1191072000,-4897000,13505000,5287639000,2068664000,9,1906526000,388787000,862093000,169256000,2745032000,49529000,-155573000,4360600000,0,302648000,0,172950000,-459108000,1342898000,-359047000,-1438062000,713946000,202874000,713946000,713946000,2068298000,25393000,1360328000,6,955643000,504414000,0,-145708000,-2183000,-819609000,0,-19472000,0,6,15,3,176,0,7378214000,5614000,520805000,223811000,1e+08,15615927000,6441888000,2097776000,7772470000,7843457000,15615927000,21105141000,-1494629000,2014,2.22,321597297.3
"NUE","12/31/15",1333858000,655489000,0,5,-374123000,1918970000,147,1939469000,593830000,151426000,14858014000,415,0,718613000,700017000,877440000,703909000,-10271000,5329000,4891153000,2011278000,10,1581262000,213154000,770672000,173531000,2145444000,-475000,-432399000,4360600000,0,369135000,0,-172116000,915325000,2157043000,-789751000,-441696000,357659000,217912000,357659000,357659000,1383823000,244833000,877440000,5,822916000,185644000,0,-351362000,-2184000,-67098000,0,-73890000,0,4,9,2,261,0,7255972000,-66081000,458989000,51315000,1e+08,14250399000,5754380000,1385173000,7416878000,6833521000,14250399000,16439276000,-1558128000,2015,1.11,322215315.3
"NVDA","1/27/13",976223000,-118940000,17094000,12,-183309000,3193623000,382,732786000,-78949000,720000,2053816000,489,0,0,226235000,665333000,662039000,0,0,576144000,641030000,52,2226343000,99503000,312332000,3294000,412467000,-561035000,97290000,18998000,0,0,0,-2049000,64910000,824172000,-15270000,-743992000,562536000,147723000,562536000,562536000,557988000,0,648239000,15,107481000,76920000,0,9981000,0,352000,589321000,-11723000,0,15,14,13,447,1147282000,3246088000,-35065000,430822000,0,2995097000,6412245000,4775258000,976223000,4827703000,1584542000,6412245000,4280159000,-1622709000,2013,0.91,618171428.6
"NVDA","1/26/14",945496000,2.9e+07,2.4e+07,10,-2.55e+08,3483342000,494,1151587000,2.5e+07,732000,1.862e+09,595,0,0,2.44e+08,5.2e+08,5.1e+08,0,0,582740000,643179000,55,2.268e+09,7e+07,296012000,1e+07,387765000,-5.54e+08,-5.3e+07,1373875000,0,0,0,1.476e+09,4.19e+08,8.35e+08,3.9e+08,-8.06e+08,4.4e+08,1.38e+08,4.4e+08,4.4e+08,494851000,0,4.96e+08,12,104252000,70285000,0,4877000,-5e+06,3e+06,475125000,1.2e+07,0,12,11,11,554,1.336e+09,3504742000,-7.59e+08,4.36e+08,0,3520223000,7250894000,5624711000,945496000,4456398000,2794496000,7250894000,4.13e+09,-2537295000,2014,0.75,586666666.7
"NVDA","1/25/15",8.96e+08,-4.9e+07,4.2e+07,14,-1.22e+08,3.855e+09,516,4.97e+08,-9.5e+07,1e+06,2.083e+09,638,0,0,2.48e+08,8.01e+08,7.55e+08,0,0,5.57e+08,6.18e+08,56,2.599e+09,1.24e+08,2.22e+08,4.6e+07,4.83e+08,-6.25e+08,-6.3e+07,1.398e+09,0,0,0,-3e+06,-6.55e+08,9.06e+08,-8.34e+08,-7.27e+08,6.31e+08,2.3e+08,6.31e+08,6.31e+08,5.37e+08,0,7.59e+08,16,9.1e+07,7e+07,0,8e+06,-3e+06,2e+07,4.89e+08,4e+06,0,16,17,13,584,1.36e+09,3.949e+09,-6.6e+08,4.8e+08,0,4.126e+09,7.201e+09,5.713e+09,8.96e+08,4.418e+09,2.783e+09,7.201e+09,4.682e+09,-3.395e+09,2015,1.14,553508771.9
"NVDA","1/31/16",9.38e+08,-3.2e+07,4.3e+07,14,-8.6e+07,4.17e+09,214,5.96e+08,6.6e+07,1e+06,2.199e+09,257,0,0,2.26e+08,7.9e+08,7.43e+08,0,0,4.66e+08,6.18e+08,56,2.811e+09,1.29e+08,1.66e+08,4.7e+07,4.18e+08,-3.39e+08,-6.9e+07,1e+07,0,0,8.7e+07,-3e+06,9.9e+07,1.175e+09,-6.76e+08,-4e+08,6.14e+08,3.86e+08,6.14e+08,6.14e+08,5.05e+08,1.31e+08,7.47e+08,15,6.7e+07,9.3e+07,0,-4e+06,-3e+06,2.5e+07,4.53e+08,-1.6e+07,0,15,17,12,240,1.331e+09,4.35e+09,-4.67e+08,6.02e+08,1.413e+09,4.441e+09,7.37e+09,6.053e+09,2.351e+09,4.469e+09,2.901e+09,7.37e+09,5.01e+09,-4.048e+09,2016,1.13,543362831.9
"NWL","12/31/12",1358900000,-101200000,-9600000,20,-177200000,634100000,12,183800000,7700000,304700000,3414400000,145,85200000,0,163700000,628100000,5.52e+08,4100000,0,560200000,2370200000,38,2094100000,161500000,654100000,76100000,696400000,0,24900000,1706500000,0,3500000,0,-255500000,13600000,618500000,-4.46e+08,-1.63e+08,401300000,122100000,401300000,390500000,1248200000,52900000,637700000,12,281200000,142700000,0,-7.89e+08,1.5e+07,14200000,944500000,0,0,10,28,7,100,0,2294900000,-92300000,1403500000,211900000,0,6.222e+09,2271100000,1570800000,1996700000,4225300000,6.222e+09,5508500000,-4.48e+08,2012,1.38,290797101.4
"NWL","12/31/13",1429700000,-1.9e+07,-18500000,23,-138200000,654300000,14,226300000,-61600000,297500000,3482100000,142,0,108300000,158900000,596600000,536300000,-2600000,0,539600000,2361100000,38,2124900000,1.2e+08,614500000,60300000,684400000,0,-22600000,1661600000,0,3500000,0,-35800000,42500000,605200000,-613500000,53400000,474600000,74900000,474600000,416300000,1239500000,110300000,615100000,11,268900000,135400000,0,-645200000,-1200000,191600000,620300000,0,0,10,26,8,100,0,2242100000,-418200000,1399500000,174800000,0,6069700000,2285600000,1604500000,2071500000,3998200000,6069700000,5.607e+09,-477200000,2013,1.64,289390243.9
"NWL","12/31/14",1491200000,-140900000,-82200000,20,-161900000,7.39e+08,11,199400000,-28200000,288700000,3523600000,121,39100000,105700000,156100000,522500000,462100000,-28100000,0,559100000,2.546e+09,38,2203400000,89100000,887200000,60400000,708500000,0,27400000,2084500000,0,3500000,0,593900000,-26900000,634100000,1.19e+08,-751900000,377800000,241900000,377800000,3.73e+08,1248200000,52800000,604700000,11,240700000,136100000,0,-794400000,-5e+05,-5.9e+08,630600000,0,0,8,25,7,84,0,2111200000,-302500000,1545900000,397400000,0,6564300000,2292200000,1888600000,1851400000,4712900000,6564300000,5.727e+09,-493100000,2014,1.37,275766423.4
"NWL","12/31/15",1556500000,-33800000,-1.84e+08,19,-211400000,801400000,14,274800000,-97800000,287500000,3611100000,125,38500000,226600000,171600000,417400000,337500000,-12800000,0,599200000,2791200000,39,2304600000,78200000,1063700000,79900000,721800000,0,4.4e+07,2687600000,0,3500000,0,537600000,75400000,565800000,172300000,-649900000,3.5e+08,131800000,3.5e+08,259300000,1250700000,77200000,601400000,10,291900000,246200000,43300000,-833800000,0,-438500000,548800000,0,0,6,19,6,89,0,2090900000,-186100000,1.626e+09,388800000,0,7.278e+09,2493500000,1988600000,1822900000,5455100000,7.278e+09,5915700000,-523100000,2015,1.3,269230769.2
"NWS","6/30/13",1.35e+09,0,1.593e+09,4,-3.32e+08,1.2281e+10,110,2.381e+09,-1.5e+07,6e+06,0,214,0,1.52e+08,5.48e+08,1.73e+08,1.73e+08,-6.5e+07,1e+08,2.992e+09,2.725e+09,100,8.891e+09,-3.74e+08,2.186e+09,0,0,-1.2e+07,-9.1e+07,0,2.499e+09,1.18e+08,0,2.514e+09,1.313e+09,5.01e+08,2.486e+09,-1.674e+09,5.06e+08,-4.88e+08,5.06e+08,6.06e+08,1.582e+09,1.737e+09,-1.597e+09,18,5.98e+08,6.8e+08,8.21e+08,2.71e+08,0,-1.33e+09,6.24e+08,0,5.48e+08,2,1,6,214,0,0,-8e+06,8.203e+09,0,0,1.5643e+10,4.643e+09,2.171e+09,1.2558e+10,3.065e+09,1.5623e+10,8.891e+09,0,NA,NA,NA
"NWS","6/30/14",1.464e+09,-1.02e+08,-6.53e+08,2,-3.58e+08,1.239e+10,139,3.145e+09,2.4e+07,6e+06,0,233,0,2.24e+08,5.52e+08,-1.78e+08,-1.78e+08,2.7e+07,9e+07,3.009e+09,2.782e+09,100,8.486e+09,-6.14e+08,2.137e+09,0,0,-8.4e+07,1e+06,0,2.609e+09,1.56e+08,0,2.17e+08,9.33e+08,1.029e+09,1.89e+08,-2.85e+08,2.39e+08,2.6e+08,2.39e+08,4.36e+08,1.454e+09,9.4e+07,3.17e+08,4,6.82e+08,6.71e+08,8e+08,6.1e+08,-4e+06,1.57e+08,5.82e+08,0,5.52e+08,2,1,3,233,0,2.37e+08,0,7.523e+09,0,0,1.6489e+10,5.27e+09,2.264e+09,1.3243e+10,3.226e+09,1.6469e+10,8.486e+09,0,NA,NA,NA
"NWS","6/30/15",1.363e+09,2.9e+07,7.5e+07,1,-3.08e+08,1.2433e+10,92,1.951e+09,1.8e+07,6e+06,0,190,2.19e+08,1.66e+08,4.98e+08,5.52e+08,5.52e+08,-9.4e+07,5.8e+07,2.69e+09,3.063e+09,100,8.524e+09,1.85e+08,2.203e+09,0,0,-3.7e+08,1.2e+07,0,2.379e+09,1.71e+08,0,-1.29e+08,-8.73e+08,9.88e+08,-1.9e+08,-1.671e+09,-1.47e+08,5.09e+08,-1.47e+08,3.67e+08,1.283e+09,8.4e+07,3.63e+08,4,4.67e+08,7.8e+08,7.47e+08,-5.82e+08,-1e+06,-9.93e+08,6.23e+08,0,4.98e+08,6,5,2,190,0,8.8e+07,-3e+07,7.579e+09,0,0,1.5035e+10,4.014e+09,2.11e+09,1.1945e+10,3.07e+09,1.5015e+10,8.524e+09,0,NA,NA,NA
"NWS","6/30/16",1.588e+09,2.2e+07,1.8e+07,2,-2.56e+08,1.2434e+10,88,2.147e+09,3.5e+07,6e+06,0,159,6.02e+08,1.71e+08,5.05e+08,1.81e+08,1.81e+08,-3.6e+07,3e+07,2.405e+09,3.714e+09,100,8.292e+09,-5.4e+07,2.207e+09,0,0,-1.05e+08,3.16e+08,3.69e+08,2.27e+09,2.18e+08,0,3.42e+08,-2.2e+07,9.52e+08,1.5e+08,-1.124e+09,1.79e+08,-1.76e+08,1.79e+08,2.35e+08,1.229e+09,2.47e+08,9e+07,1,3.96e+08,5.13e+08,8.54e+08,-1.026e+09,-4e+06,-7.63e+08,6.99e+08,0,5.05e+08,2,2,2,159,0,1.5e+08,-4.1e+07,7.45e+09,0,0,1.5483e+10,3.889e+09,2.442e+09,1.1564e+10,3.899e+09,1.5463e+10,8.292e+09,0,NA,NA,NA
"NWSA","6/30/13",1.35e+09,0,1.593e+09,4,-3.32e+08,1.2281e+10,110,2.381e+09,-1.5e+07,6e+06,0,214,0,1.52e+08,5.48e+08,1.73e+08,1.73e+08,-6.5e+07,1e+08,2.992e+09,2.725e+09,100,8.891e+09,-3.74e+08,2.186e+09,0,0,-1.2e+07,-9.1e+07,0,2.499e+09,1.18e+08,0,2.514e+09,1.313e+09,5.01e+08,2.486e+09,-1.674e+09,5.06e+08,-4.88e+08,5.06e+08,6.06e+08,1.582e+09,1.737e+09,-1.597e+09,18,5.98e+08,6.8e+08,8.21e+08,2.71e+08,0,-1.33e+09,6.24e+08,0,5.48e+08,2,1,6,214,0,0,-8e+06,8.203e+09,0,0,1.5643e+10,4.643e+09,2.171e+09,1.2558e+10,3.065e+09,1.5623e+10,8.891e+09,0,NA,NA,NA
"NWSA","6/30/14",1.464e+09,-1.02e+08,-6.53e+08,2,-3.58e+08,1.239e+10,139,3.145e+09,2.4e+07,6e+06,0,233,0,2.24e+08,5.52e+08,-1.78e+08,-1.78e+08,2.7e+07,9e+07,3.009e+09,2.782e+09,100,8.486e+09,-6.14e+08,2.137e+09,0,0,-8.4e+07,1e+06,0,2.609e+09,1.56e+08,0,2.17e+08,9.33e+08,1.029e+09,1.89e+08,-2.85e+08,2.39e+08,2.6e+08,2.39e+08,4.36e+08,1.454e+09,9.4e+07,3.17e+08,4,6.82e+08,6.71e+08,8e+08,6.1e+08,-4e+06,1.57e+08,5.82e+08,0,5.52e+08,2,1,3,233,0,2.37e+08,0,7.523e+09,0,0,1.6489e+10,5.27e+09,2.264e+09,1.3243e+10,3.226e+09,1.6469e+10,8.486e+09,0,2014,0.41,582926829.3
"NWSA","6/30/15",1.363e+09,2.9e+07,7.5e+07,1,-3.08e+08,1.2433e+10,92,1.951e+09,1.8e+07,6e+06,0,190,2.19e+08,1.66e+08,4.98e+08,5.52e+08,5.52e+08,-9.4e+07,5.8e+07,2.69e+09,3.063e+09,100,8.524e+09,1.85e+08,2.203e+09,0,0,-3.7e+08,1.2e+07,0,2.379e+09,1.71e+08,0,-1.29e+08,-8.73e+08,9.88e+08,-1.9e+08,-1.671e+09,-1.47e+08,5.09e+08,-1.47e+08,3.67e+08,1.283e+09,8.4e+07,3.63e+08,4,4.67e+08,7.8e+08,7.47e+08,-5.82e+08,-1e+06,-9.93e+08,6.23e+08,0,4.98e+08,6,5,2,190,0,8.8e+07,-3e+07,7.579e+09,0,0,1.5035e+10,4.014e+09,2.11e+09,1.1945e+10,3.07e+09,1.5015e+10,8.524e+09,0,2015,-0.26,565384615.4
"NWSA","6/30/16",1.588e+09,2.2e+07,1.8e+07,2,-2.56e+08,1.2434e+10,88,2.147e+09,3.5e+07,6e+06,0,159,6.02e+08,1.71e+08,5.05e+08,1.81e+08,1.81e+08,-3.6e+07,3e+07,2.405e+09,3.714e+09,100,8.292e+09,-5.4e+07,2.207e+09,0,0,-1.05e+08,3.16e+08,3.69e+08,2.27e+09,2.18e+08,0,3.42e+08,-2.2e+07,9.52e+08,1.5e+08,-1.124e+09,1.79e+08,-1.76e+08,1.79e+08,2.35e+08,1.229e+09,2.47e+08,9e+07,1,3.96e+08,5.13e+08,8.54e+08,-1.026e+09,-4e+06,-7.63e+08,6.99e+08,0,5.05e+08,2,2,2,159,0,1.5e+08,-4.1e+07,7.45e+09,0,0,1.5483e+10,3.889e+09,2.442e+09,1.1564e+10,3.899e+09,1.5463e+10,8.292e+09,0,2016,0.3,596666666.7
"O","12/31/12",94171000,573000,0,7,0,0,NA,5248000,0,2572092000,21306000,NA,0,0,163700000,389242000,266099000,0,0,5042137000,16945000,96,463275000,1061000,242125000,123143000,0,-1058960000,8184000,2711853000,0,0,0,691892000,1083000,326469000,682988000,-1008374000,159152000,-17817000,114538000,141895000,21659000,11538000,389242000,80,101234000,0,0,0,-3147000,50586000,52530000,12677000,147515000,55,11,33,NA,0,-768661000,270036000,38123000,1.58e+08,0,5429348000,0,0,2412794000,3016554000,5429348000,484581000,0,2012,0.86,185060465.1
"O","12/31/13",143963000,-2116000,0,5,-1429483000,0,NA,10257000,0,5767878000,38851000,NA,0,0,327437000,545847000,364405000,0,0,8796609000,15660000,95,741358000,2350000,935459000,181442000,0,-29321000,19114000,4038840000,0,35911000,0,94524000,5009000,518906000,818114000,-1332011000,245564000,-71812000,203634000,179894000,39323000,13303000,545847000,70,127133000,0,0,0,-13422000,126793000,192280000,0,306769000,47,7,31,NA,0,-991794000,1189380000,56881000,1.28e+08,0,9924441000,0,0,5385447000,4538994000,9924441000,780209000,0,2013,1.06,231664150.9
"O","12/31/14",166962000,-3064000,39205000,5,-1228243000,0,NA,3852000,0,6464987000,53871000,NA,0,0,382064000,666128000,449762000,0,0,9781540000,15470000,94,879634000,3461000,1039724000,216366000,0,-42222000,20130000,4707947000,0,27698000,0,602881000,-6405000,627692000,540762000,-1174859000,270635000,-43378000,227558000,267835000,64386000,4126000,666128000,71,107650000,0,0,0,-9796000,95606000,273614000,0,374661000,48,8,29,NA,0,-1246964000,467077000,51085000,2.23e+08,0,11012622000,0,0,5613401000,5399221000,11012622000,933505000,0,2014,1.04,260225961.5
"O","12/31/15",166170000,-2641000,22243000,4,-1266885000,0,NA,40294000,0,7666428000,55352000,NA,0,0,421168000,731939000,498860000,0,0,10618884000,15321000,95,967933000,3169000,1034417000,233079000,0,22013000,6168000,4603486000,0,21737000,0,-93612000,36442000,692303000,523194000,-1179055000,283766000,-17247000,256686000,283766000,81678000,10560000,731939000,72,75276000,0,0,0,-7383000,65817000,304881000,0,409215000,49,8,28,NA,0,-1530210000,1186186000,49298000,2.38e+08,0,11865870000,0,0,6531596000,5334274000,11865870000,1023285000,0,2015,1.09,260335779.8
"OKE","12/31/12",1333489000,-14774000,26377000,17,-1866153000,1324698000,21,583618000,33343000,2458000,8540319000,98,0,2294459000,335852000,1096144000,858506000,0,123024000,10114340000,0,16,1643802000,180758000,996206000,237638000,517014000,35299000,12490000,6515372000,1221405000,2102841000,0,1593381000,508806000,983995000,1339010000,-1814199000,360619000,210771000,360619000,677748000,1397948000,0,953479000,9,758664000,266080000,651480000,-216798000,6948000,16655000,0,-337217000,205334000,8,40,4,80,0,2059024000,325556000,491725000,828025000,0,15855275000,2764660000,2812994000,2129609000,13725666000,15855275000,10184121000,-1039773000,2012,1.75,206068000
"OKE","12/31/13",1273102000,-189809000,46562000,11,-2256585000,1433600000,5,145565000,99937000,2458000,10222213000,88,0,1364084000,384377000,1025816000,755170000,0,110517000,9231954000,0,14,1649666000,166080000,1024562000,270646000,188286000,-363755000,111064000,7753657000,1229838000,2507329000,0,9.77e+08,-434305000,1294767000,912959000,-2642031000,266533000,340656000,266533000,589090000,1109510000,0,880618000,7,3850403000,961363000,882116000,-121987000,10312000,-21691000,1048230000,-28419000,239343000,6,32,2,81,0,2020815000,604531000,541586000,575112000,0,17741481000,2404724000,2730330000,2337851000,15403630000,17741481000,11871879000,-997035000,2013,1.29,206614728.7
