"Ticker.Symbol","Period.Ending","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"CME","12/31/15",28700000,-17300000,-14500000,6,-114200000,17721600000,NA,1692600000,0,3400000,0,NA,0,7358300000,228600000,2074200000,1956800000,0,1e+08,491700000,7.569e+09,100,3209400000,709800000,19713200000,117400000,0,148800000,-121200000,2241400000,72500000,0,0,70700000,326500000,1515300000,-1206700000,17900000,1.247e+09,189300000,1.247e+09,1.347e+09,357800000,253600000,1871300000,58,37474700000,0,36795800000,-80800000,2e+06,-16700000,37191300000,-11100000,99400000,61,10,39,NA,0,2907600000,6.4e+07,1238700000,0,0,67371500000,0,0,20551800000,46819700000,67371500000,3209400000,0,2015,3.71,336118598.4
"CMG","12/31/13",199228000,-7238000,-6751000,21,-199926000,919840000,290,323203000,-1950000,352000,2359822000,334,0,248173000,96054000,534471000,534471000,536000,0,963238000,21939000,27,854769000,207033000,0,0,13044000,-228389000,17929000,0,313863000,0,0,0,650000,528780000,-100351000,-428315000,327438000,34658000,327438000,327438000,40885000,15511000,532720000,17,43933000,34204000,0,1620000,0,0,23591000,61889000,96054000,17,35,10,328,0,1276897000,-138730000,203733000,0,254971000,2009280000,666307000,199228000,1538288000,470992000,2009280000,3214591000,-660421000,2013,10.58,30948771.27
"CMG","12/31/14",245710000,-10966000,-3473000,22,-252590000,1038932000,309,419465000,-2307000,354000,2990513000,350,0,240975000,110474000,714303000,714303000,-224000,0,1106984000,21939000,27,1117756000,268929000,0,0,15332000,-266254000,42032000,0,496106000,0,0,0,96262000,682067000,-66737000,-518844000,445374000,61191000,445374000,445374000,51327000,15609000,710800000,17,42777000,34795000,0,-429000,0,0,28263000,36269000,110474000,17,35,11,344,0,1722271000,-88404000,273897000,0,338592000,2527317000,859511000,245710000,2012369000,514948000,2527317000,4108269000,-748759000,2014,14.35,31036515.68
"CMG","12/31/15",279942000,-3504000,-6916000,22,-257418000,1172628000,237,248005000,262000,358000,3326936000,291,0,284267000,130368000,769867000,769867000,-4196000,0,1217220000,21939000,26,1174287000,294265000,0,0,15043000,-206722000,16911000,0,622939000,0,0,0,-171460000,683316000,-386440000,-464140000,475602000,8888000,475602000,475602000,96435000,16922000,763589000,17,48321000,39965000,0,-8273000,0,0,32883000,54789000,130368000,17,36,11,286,0,2197873000,-460882000,250214000,0,415199000,2725066000,814647000,279942000,2127974000,597092000,2725066000,4501223000,-1234612000,2015,15.3,31085098.04
"CMG","12/31/16",281793000,-1923000,-19705000,2,-258842000,1238875000,148,87880000,-91000,358000,3406170000,185,0,307871000,146368000,38739000,38739000,110000,0,1303558000,21939000,13,498214000,15801000,0,0,15019000,585648000,28044000,0,125055000,0,0,0,-160125000,349242000,-836283000,326806000,22938000,71650000,22938000,22938000,45559000,17162000,34567000,1,53177000,44080000,0,-8162000,0,0,33946000,82256000,146368000,1,3,1,180,0,2220811000,-837603000,276240000,0,329836000,2026103000,522374000,281793000,1402493000,623610000,2026103000,3904384000,-2049389000,NA,NA,NA
"CMI","12/31/13",2.655e+09,-1.48e+08,5.9e+07,20,-6.76e+08,0,85,2.699e+09,-4.6e+07,2.099e+09,1.3021e+10,257,0,0,4.07e+08,2.16e+09,2.119e+09,3.5e+07,3.61e+08,3.156e+09,4.61e+08,25,4.28e+09,5.31e+08,3.57e+08,4.1e+07,2.381e+09,6.6e+07,1.28e+08,1.672e+09,9.31e+08,3.6e+08,0,9.11e+08,1.33e+09,2.089e+09,5.2e+07,-8.46e+08,1.483e+09,-2.7e+07,1.483e+09,1.844e+09,2.362e+09,0,2.101e+09,12,1.184e+09,1.047e+09,6.45e+08,-8e+08,1.7e+07,-2.36e+08,1.818e+09,1.87e+08,0,12,28,9,186,7.13e+08,8.406e+09,-3.81e+08,1.827e+09,6.8e+07,1.5e+08,1.4728e+10,8.639e+09,3.368e+09,7.51e+09,7.218e+09,1.4728e+10,1.7301e+10,-2.195e+09,2013,7.93,187011349.3
"CMI","12/31/14",3.148e+09,-8.9e+07,1.33e+08,21,-7.43e+08,0,60,2.301e+09,-2.56e+08,2.139e+09,1.436e+10,225,0,0,4.55e+08,2.498e+09,2.434e+09,-8.7e+07,3.7e+08,3.686e+09,4.79e+08,25,4.861e+09,6.98e+08,3.43e+08,6.4e+07,2.866e+09,-9e+06,6.94e+08,1.577e+09,9.81e+08,3.44e+08,0,-7.9e+07,-3.98e+08,2.266e+09,-1.343e+09,-1.234e+09,1.651e+09,-2.95e+08,1.651e+09,2.021e+09,2.744e+09,0,2.365e+09,12,1.22e+09,1.051e+09,7.64e+08,-1.091e+09,1.5e+07,-4.82e+08,2.073e+09,2.1e+07,0,13,31,9,154,7.54e+08,9.545e+09,-6.84e+08,2.112e+09,1.09e+08,9.3e+07,1.5764e+10,9.055e+09,4.021e+09,7.749e+09,8.015e+09,1.5764e+10,1.9221e+10,-2.844e+09,2014,9.04,182632743.4
"CMI","12/31/15",2.978e+09,1.03e+08,3.3e+07,19,-7.44e+08,0,48,1.711e+09,1.5e+08,2.178e+09,1.4163e+10,209,0,0,5.14e+08,2.09e+09,2.025e+09,-8.7e+07,3.15e+08,3.745e+09,4.82e+08,26,4.947e+09,5.55e+08,3.28e+08,6.5e+07,2.707e+09,-1.1e+07,-7e+07,1.576e+09,9.75e+08,3.44e+08,0,-7.3e+07,-5.9e+08,2.059e+09,-1.644e+09,-9.18e+08,1.399e+09,7.3e+07,1.399e+09,1.714e+09,2.64e+09,3.01e+08,2.057e+09,11,1.657e+09,7.89e+08,7.62e+08,-1.359e+09,1e+07,-1.63e+08,2.005e+09,-1.81e+08,0,11,27,7,138,7.35e+08,1.0322e+10,-9.1e+08,2.169e+09,6.3e+07,1e+08,1.5134e+10,7.947e+09,3.803e+09,7.406e+09,7.728e+09,1.5134e+10,1.911e+10,-3.735e+09,2015,7.86,177989821.9
"CMI","12/31/16",3.236e+09,-2.65e+08,7.1e+07,20,-5.31e+08,0,32,1.12e+09,-4e+06,2.153e+09,1.3057e+10,178,0,0,5.3e+08,1.999e+09,1.93e+09,-2e+08,3.01e+08,3.8e+09,4.8e+08,25,4.452e+09,4.74e+08,3.32e+08,6.9e+07,2.675e+09,-2.55e+08,1.89e+08,1.568e+09,9.46e+08,2.99e+08,0,1.79e+08,-5.91e+08,1.935e+09,-1.409e+09,-9.17e+08,1.394e+09,-8.8e+07,1.394e+09,1.695e+09,2.803e+09,0,1.928e+09,11,1.746e+09,8.49e+08,8.01e+08,-1.829e+09,2.9e+07,-1.31e+08,1.944e+09,1.17e+08,0,11,28,8,116,6.36e+08,1.104e+10,-8.76e+08,2.189e+09,2.88e+08,2.6e+08,1.5011e+10,7.707e+09,4.325e+09,6.875e+09,8.136e+09,1.5011e+10,1.7509e+10,-4.489e+09,NA,NA,NA
"CMS","12/31/13",1e+09,-1.2e+08,2e+06,13,-1.325e+09,4.715e+09,10,2.04e+08,2.02e+08,3e+06,4.562e+09,130,0,1.656e+09,6.28e+08,1.157e+09,7.56e+08,0,1.3e+07,1.2246e+10,0,31,2.004e+09,3.02e+08,0,4.01e+08,8.81e+08,-1.39e+08,4e+06,7.239e+09,7.05e+08,3.7e+07,0,4.27e+08,7.9e+07,1.421e+09,1.9e+08,-1.532e+09,4.65e+08,3.41e+08,4.52e+08,4.65e+08,1.113e+09,0,1.142e+09,17,1.939e+09,3.28e+08,2.13e+08,-2.2e+07,0,-6.8e+07,3.085e+09,-8.8e+07,6.28e+08,12,22,7,85,0,-1.242e+09,3.6e+07,2.34e+08,7.32e+08,0,1.7416e+10,2.526e+09,1.945e+09,3.454e+09,1.3925e+10,1.7379e+10,6.566e+09,0,2013,1.71,271929824.6
"CMS","12/31/14",1.118e+09,-3.1e+07,-2.8e+07,13,-1.577e+09,4.774e+09,13,2.44e+08,-3.6e+07,3e+06,5.09e+09,133,0,1.785e+09,6.85e+08,1.139e+09,7.29e+08,0,1.5e+07,1.3412e+10,0,29,2.089e+09,2.5e+08,0,4.1e+08,9.18e+08,-2.55e+08,5e+07,8.139e+09,8.68e+08,3.7e+07,0,7.14e+08,4.5e+07,1.481e+09,4.62e+08,-1.898e+09,4.92e+08,3.33e+08,4.77e+08,4.92e+08,1.058e+09,0,1.152e+09,16,2.308e+09,3.77e+08,2.3e+08,-4.9e+07,0,-6.6e+07,3.606e+09,1e+06,6.85e+08,10,20,7,86,0,-1.058e+09,4.3e+07,2.52e+08,6e+08,0,1.9185e+10,2.597e+09,1.948e+09,3.67e+09,1.5478e+10,1.9148e+10,7.179e+09,0,2014,1.76,279545454.5
"CMS","12/31/15",1.123e+09,1.2e+08,1.9e+07,14,-1.564e+09,4.837e+09,12,2.85e+08,1.47e+08,3e+06,4.281e+09,101,0,2.073e+09,7.5e+08,1.196e+09,7.96e+08,0,1.4e+07,1.4705e+10,0,34,2.175e+09,2.71e+08,0,4e+08,7.78e+08,-3.85e+08,-2.6e+07,8.518e+09,1.091e+09,3.7e+07,0,7.42e+08,3.9e+07,1.64e+09,4.63e+08,-2.064e+09,5.37e+08,1.43e+08,5.23e+08,5.37e+08,9.29e+08,0,1.163e+09,18,2.183e+09,3.28e+08,2.24e+08,-4.7e+07,0,-1.15e+08,3.431e+09,-1.9e+07,7.5e+08,12,20,8,67,0,-8.55e+08,4.3e+07,2.62e+08,9.55e+08,0,2.0299e+10,2.32e+09,2.302e+09,3.938e+09,1.6324e+10,2.0262e+10,6.456e+09,0,2015,1.9,282631578.9
"CMS","12/31/16",1.077e+09,-1.55e+08,-4.4e+07,13,-1.672e+09,4.916e+09,10,2.54e+08,1.46e+08,3e+06,4.01e+09,86,0,2.36e+09,8.11e+08,1.266e+09,8.26e+08,0,1.3e+07,1.5715e+10,0,37,2.389e+09,2.73e+08,0,4.4e+08,6.26e+08,-1.36e+08,5.9e+07,8.75e+09,1.183e+09,3.7e+07,0,5.3e+08,-3.1e+07,1.629e+09,2.55e+08,-1.915e+09,5.64e+08,2.58e+08,5.51e+08,5.64e+08,1.052e+09,0,1.297e+09,20,2.444e+09,3.48e+08,2.94e+08,-5e+07,0,-1.07e+08,3.567e+09,-4.3e+07,8.11e+08,13,19,9,62,0,-6.16e+08,7.2e+07,2.81e+08,1.284e+09,0,2.1622e+10,2.28e+09,2.655e+09,4.253e+09,1.7332e+10,2.1585e+10,6.399e+09,0,NA,NA,NA
"CNC","12/31/12",219066000,-1.17e+08,3.5e+07,0,-8.2e+07,450856000,NA,843952000,0,55000,6.781e+09,NA,0,34597000,6.6e+07,1.43e+08,1.23e+08,0,0,375893000,256288000,16,1.329e+09,4.7e+07,20268000,2e+07,0,-1.06e+08,3.63e+08,538854000,589056000,711000,0,1.78e+08,2.7e+08,2.79e+08,1.79e+08,-1.88e+08,2e+06,2.1e+07,2e+06,7.6e+07,251473000,2.8e+07,1.08e+08,1,298874000,0,0,5189000,1.1e+07,0,1027621000,-4.3e+07,8.8e+07,2,13,0,NA,0,566820000,-1e+07,1.105e+09,3373000,138101000,2773905000,0,0,953056000,1820849000,2773905000,8.11e+09,-69864000,2012,0.04,5e+07
"CNC","12/31/13",3.76e+08,-1.43e+08,1.9e+07,13,-6.8e+07,5.94e+08,NA,1.038e+09,0,0,8.995e+09,NA,0,3.8e+07,6.7e+07,2.96e+08,2.69e+08,0,0,3.95e+08,3.48e+08,17,1.868e+09,1.07e+08,4.9e+07,2.7e+07,0,-2.11e+08,3.35e+08,7.07e+08,8.39e+08,9e+06,0,1.35e+08,1.94e+08,3.82e+08,1.54e+08,-3.42e+08,1.65e+08,3.5e+07,1.65e+08,1.62e+08,4.29e+08,0,2.77e+08,3,3.29e+08,0,0,-3e+06,6e+06,-6.3e+07,1.203e+09,-7.8e+07,3.27e+08,2,22,2,NA,0,7.32e+08,1.3e+07,1.264e+09,3e+06,1.02e+08,3.529e+09,0,0,1.234e+09,2.295e+09,3.529e+09,1.0863e+10,-8.9e+07,2013,2.98,55369127.52
"CNC","12/31/14",1.004e+09,-4.63e+08,2.8e+07,16,-1.03e+08,8.4e+08,NA,1.61e+09,0,0,1.2678e+10,NA,0,1.68e+08,8.9e+07,4.92e+08,4.57e+08,-1e+06,0,4.45e+08,7.54e+08,23,3.882e+09,1.96e+08,1.2e+08,3.5e+07,0,-6.09e+08,1.333e+09,1.115e+09,1.38e+09,-1e+06,1.48e+08,1.94e+08,5.72e+08,1.223e+09,1.98e+08,-8.48e+08,2.71e+08,6e+06,2.71e+08,2.61e+08,9.12e+08,0,4.64e+08,3,4.26e+08,0,0,-1e+06,1.9e+07,-1.36e+08,1.882e+09,-6e+06,1.406e+09,3,26,2,NA,0,1.003e+09,-1.5e+07,2.012e+09,5e+06,1.77e+08,5.824e+09,0,0,1.744e+09,4.08e+09,5.824e+09,1.656e+10,-9.8e+07,2014,2.3,117826087
"CNC","12/31/15",1.183e+09,-3.6e+08,3.5e+07,16,-1.5e+08,9.56e+08,NA,1.76e+09,0,0,1.7242e+10,NA,0,1.43e+08,1.11e+08,7.4e+08,6.97e+08,0,0,5.18e+08,8.42e+08,24,5.518e+09,3.39e+08,1.55e+08,4.3e+07,0,-6.52e+08,5.99e+08,1.428e+09,2.042e+09,1.1e+07,1.56e+08,3.38e+08,1.5e+08,6.58e+08,3.05e+08,-8.13e+08,3.55e+08,4.8e+07,3.55e+08,3.58e+08,1.279e+09,0,7.05e+08,3,5.67e+08,0,0,-1e+07,-4e+06,-1.1e+07,2.468e+09,-9.7e+07,1.836e+09,3,32,2,NA,0,1.358e+09,-2.9e+07,2.977e+09,5e+06,1.76e+08,7.339e+09,0,0,2.157e+09,5.182e+09,7.339e+09,2.276e+10,-1.47e+08,2015,2.99,118729097
"CNP","12/31/12",1.475e+09,1e+07,2.57e+08,10,-1.212e+09,0,33,6.46e+08,2.7e+07,0,4.747e+09,80,0,4.155e+09,1.082e+09,1.326e+09,7.57e+08,0,3.1e+07,1.3597e+10,1.468e+09,36,2.705e+09,3.4e+08,0,5.69e+08,3.22e+08,-3.65e+08,-3.4e+07,8.357e+09,4.11e+08,0,0,5.11e+08,4.26e+08,1.86e+09,1.69e+08,-1.603e+09,4.17e+08,2.91e+08,4.17e+08,4.48e+08,1.114e+09,2.52e+08,1.038e+09,14,4.521e+09,2.52e+08,3.8e+08,0,0,-2.6e+07,2.483e+09,6.7e+07,1.05e+09,10,18,6,71,0,0,4e+06,3.65e+08,1.72e+09,5.4e+08,2.2871e+10,2.874e+09,3.575e+09,4.301e+09,1.857e+10,2.2871e+10,7.452e+09,0,2012,0.98,425510204.1
"CNP","12/31/13",1.605e+09,-2.56e+08,6.7e+07,7,-1.286e+09,0,32,2.08e+08,-2.2e+07,0,5.755e+09,88,0,4.546e+09,9.84e+08,1.265e+09,7.81e+08,0,1.88e+08,9.593e+09,8.4e+08,29,2.351e+09,4.7e+08,0,4.84e+08,2.85e+08,9e+06,2.34e+08,7.817e+09,4.891e+09,0,0,-4.1e+08,-4.38e+08,1.613e+09,-7.51e+08,-1.3e+09,3.11e+08,1.68e+08,3.11e+08,4.99e+08,1.249e+09,0,1.01e+09,12,3.888e+09,1.49e+08,4.02e+08,0,1e+07,-2.3e+07,2.159e+09,1.94e+08,9.54e+08,10,18,4,79,0,0,4e+06,3.87e+08,1.012e+09,7.67e+08,2.187e+10,2.658e+09,3.019e+09,4.329e+09,1.7541e+10,2.187e+10,8.106e+09,0,2013,0.73,426027397.3
"CNP","12/31/14",1.001e+09,3.9e+07,1.13e+08,13,-1.372e+09,0,44,2.98e+08,-1.02e+08,0,6.89e+09,117,0,5.441e+09,1.041e+09,1.356e+09,8.85e+08,0,3.08e+08,1.0502e+10,8.4e+08,25,2.336e+09,2.74e+08,0,4.71e+08,3.79e+08,-1e+06,-5e+06,8.009e+09,4.916e+09,0,0,4.78e+08,9e+07,1.397e+09,7.7e+07,-1.384e+09,6.11e+08,1.12e+08,6.11e+08,9.19e+08,1.384e+09,0,9.35e+08,10,3.674e+09,2.77e+08,3.83e+08,0,6e+06,-1.1e+07,2.41e+09,-2.99e+08,1.013e+09,10,19,7,103,0,0,1e+06,3.88e+08,1.408e+09,9.3e+08,2.32e+10,3.268e+09,2.792e+09,4.548e+09,1.8652e+10,2.32e+10,9.226e+09,0,2014,1.42,430281690.1
"CNP","12/31/15",7.58e+08,3.45e+08,2.7e+07,20,-1.584e+09,0,43,2.64e+08,2.8e+07,0,5.109e+09,109,0,5.052e+09,9.97e+08,-6.73e+08,-1.13e+09,0,-1.633e+09,1.1537e+10,8.4e+08,31,2.277e+09,-4.38e+08,0,4.57e+08,3.47e+08,1.8e+08,-2.76e+08,7.901e+09,2.993e+09,0,0,-5.4e+07,-3.4e+07,1.865e+09,-5.12e+08,-1.387e+09,-6.92e+08,1.323e+09,-6.92e+08,-2.325e+09,1.044e+09,0,9.33e+08,13,3.275e+09,2.29e+08,3.43e+08,0,0,1.7e+07,2.453e+09,1.4e+08,9.7e+08,15,33,9,95,0,0,0,3.74e+08,1.366e+09,8.05e+08,2.1334e+10,2.689e+09,2.467e+09,3.461e+09,1.7873e+10,2.1334e+10,7.386e+09,0,2015,-1.61,429813664.6
"COF","12/31/12",4.5e+08,-4.95e+08,0,9,-5.6e+08,2.6188e+10,NA,7.5046e+10,0,6e+06,1.403e+09,NA,0,0,1.862e+09,6.156e+09,5.184e+09,0,0,3.587e+09,1.3904e+10,0,0,1.475e+09,0,9.72e+08,0,-6.51e+08,8.57e+08,0,2.65e+11,0,0,1.0669e+10,5.22e+09,9.524e+09,1.451e+10,-1.8814e+10,3.492e+09,3.929e+09,3.462e+09,3.709e+09,1.694e+09,0,0,0,1.7325e+10,0,2.12e+11,7.39e+08,-1.56e+08,-1.7603e+10,9.574e+09,-1.114e+09,5.024e+09,22,13,15,NA,0,1.6853e+10,4.123e+09,1.1188e+10,2.5826e+10,0,3.13e+11,0,0,4.0499e+10,2.72e+11,3.13e+11,2.3771e+10,-3.287e+09,2012,6.21,562318840.6
"COF","12/31/13",3.07e+08,3.56e+08,0,10,-8.18e+08,2.6526e+10,NA,6.7223e+10,0,6e+06,1.241e+09,NA,0,0,2.065e+09,7.129e+09,6.578e+09,0,0,3.839e+09,1.3978e+10,0,0,2.224e+09,0,5.51e+08,0,4.287e+09,3.85e+08,0,2.55e+11,0,0,-9.054e+09,-4.767e+09,9.984e+09,-1.8472e+10,3.721e+09,4.121e+09,3.44e+09,4.051e+09,4.354e+09,1.418e+09,0,0,0,1.6499e+10,0,2.05e+11,-8.72e+08,-7.972e+09,2.52e+08,9.817e+09,-5.76e+08,4.124e+09,27,16,17,NA,0,2.0292e+10,-8.38e+08,1.1682e+10,1.7231e+10,0,2.97e+11,0,0,4.1632e+10,2.55e+11,2.97e+11,2.4176e+10,-4.32e+09,2013,7.05,584539007.1
"COF","12/31/14",2.54e+08,-2.9e+07,0,10,-5.02e+08,2.7869e+10,NA,6.925e+10,0,6e+06,1.088e+09,NA,0,0,2.002e+09,7.06e+09,6.569e+09,0,0,3.685e+09,1.3978e+10,0,0,2.146e+09,0,4.91e+08,0,-1.5602e+10,1.21e+08,0,2.67e+11,0,0,8.197e+09,9.51e+08,9.304e+09,7.638e+09,-1.5991e+10,4.428e+09,3.26e+09,4.343e+09,4.423e+09,1.079e+09,0,0,0,1.5382e+10,0,2.06e+11,-4.3e+08,1.017e+09,1.13e+08,8.855e+09,-4.78e+08,4.073e+09,28,15,19,NA,0,2.3973e+10,-8.3e+08,1.1648e+10,1.8149e+10,0,3.08e+11,0,0,4.5053e+10,2.63e+11,3.08e+11,2.3869e+10,-6.365e+09,2014,7.71,574319066.1
"COF","12/31/15",2.99e+08,-7.2e+07,0,9,-5.32e+08,2.9655e+10,NA,7.1703e+10,0,6e+06,1.091e+09,NA,0,0,2.1e+09,6.415e+09,5.881e+09,0,0,3.584e+09,1.448e+10,0,0,1.869e+09,0,5.34e+08,0,-1.927e+10,6.2e+08,0,2.9e+11,0,0,9.964e+09,7.81e+08,1.0127e+10,2.038e+10,-2.9726e+10,4.05e+09,4.427e+09,3.872e+09,4.012e+09,1.189e+09,0,0,0,1.645e+10,0,2.18e+11,-6.16e+08,1.2163e+10,-9.924e+09,9.629e+09,-9.98e+08,4.966e+09,23,12,16,NA,0,2.7045e+10,-7.73e+08,1.2566e+10,2.1112e+10,0,3.34e+11,0,0,4.7284e+10,2.87e+11,3.34e+11,2.5038e+10,-8.806e+09,2015,7.15,566433566.4
"COG","12/31/12",368947000,-58037000,50635000,6,-927977000,695566000,7,30736000,7104000,42086000,290054000,61,0,921536000,456670000,306186000,237840000,0,53000,4310977000,0,76,914492000,106110000,0,68346000,14173000,-6863000,21898000,1.012e+09,0,0,0,131995000,825000,652093000,114246000,-765514000,131730000,91660000,131730000,131783000,172419000,37476000,306186000,25,35026000,52982000,0,23880000,-992000,169326000,107191000,1068000,451405000,20,11,11,58,0,1373264000,0,170113000,75192000,0,4616313000,270310000,444139000,2131447000,2484866000,4616313000,1204546000,-3349000,2012,0.63,209095238.1
"COG","12/31/13",393993000,-49398000,21351000,13,-1194739000,710940000,13,51494000,-3033000,42201000,400281000,93,0,1101466000,654745000,551582000,485538000,0,1102000,4546227000,0,77,1345997000,205765000,0,66044000,17468000,-18875000,6094000,1.147e+09,26892000,0,0,57250000,-7336000,1024526000,-113655000,-918207000,279773000,163700000,279773000,280875000,304331000,18165000,551582000,32,29062000,5606000,0,-8361000,18961000,295407000,120107000,-27355000,651052000,28,22,16,89,0,1627805000,-164634000,147651000,13912000,0,4981080000,378899000,407905000,2204602000,2776478000,4981080000,1746278000,-167983000,2013,0.67,417571641.8
"COG","12/31/14",499018000,-11689000,17120000,5,-1479632000,710432000,4,20954000,3441000,42292000,524880000,83,0,879703000,637514000,106186000,32401000,0,3080000,4925711000,0,76,1648131000,-72067000,0,73785000,14026000,-252794000,-31399000,1.752e+09,68029000,0,0,599374000,-2446000,1236435000,425959000,-1664840000,104468000,530003000,104468000,107548000,239009000,799783000,106186000,5,30529000,139458000,0,-2151000,-1285000,67586000,164262000,4097000,632760000,1,2,5,80,0,1698995000,-138852000,129602000,0,0,5437716000,413447000,499018000,2142733000,3294983000,5437716000,2173011000,-306835000,2014,0.25,417872000
"COG","12/31/15",215552000,112406000,3866000,6,-955602000,721997000,0,514000,-3023000,42377000,580994000,61,0,842529000,626665000,-90362000,-187273000,0,6415000,4976879000,0,57,776156000,-73382000,0,96911000,17049000,-45385000,-65244000,2.005e+09,103517000,0,0,265162000,-20440000,740737000,232157000,-993334000,-113891000,186326000,-113891000,-107476000,124552000,142335000,-90362000,7,36717000,2671000,0,-365000,85000,7653000,169630000,-2502000,622211000,14,9,8,54,0,1552014000,0,112253000,2e+07,0,5261899000,144786000,235552000,2009188000,3252711000,5261899000,1357150000,-306835000,2015,-0.28,406753571.4
"COL","9/30/13",1.264e+09,-9.7e+07,1.7e+07,39,-1.2e+08,1.469e+09,20,3.91e+08,-9.6e+07,2e+06,3.103e+09,156,2.45e+08,0,1.77e+08,8.93e+08,8.65e+08,5e+06,0,7.73e+08,7.79e+08,31,1.371e+09,2.35e+08,2.88e+08,2.8e+07,1.518e+09,0,1.54e+08,5.63e+08,0,5e+06,0,2.35e+08,5.6e+07,5.93e+08,-4.48e+08,-1.18e+08,6.32e+08,-5e+06,6.32e+08,6.3e+08,1.077e+09,0,8.76e+08,20,2.21e+08,1.08e+08,2.81e+08,-1.287e+09,0,2e+06,1.233e+09,-1.48e+08,0,19,53,14,80,0,4.163e+09,-5.28e+08,4.95e+08,4.36e+08,0,5.4e+09,3.094e+09,1.981e+09,1.618e+09,3.782e+09,5.4e+09,4.474e+09,-2.729e+09,2013,4.63,136501079.9
"COL","9/30/14",1.409e+09,6.7e+07,2.5e+07,32,-1.63e+08,1.489e+09,15,3.23e+08,-8.4e+07,2e+06,3.469e+09,146,1.01e+08,0,2.25e+08,9.41e+08,8.82e+08,-1.2e+07,0,9.19e+08,1.863e+09,30,1.51e+09,2.64e+08,6.88e+08,5.9e+07,1.709e+09,0,-6.5e+07,1.663e+09,0,5e+06,0,1.158e+09,-6.8e+07,6.6e+08,8.27e+08,-1.537e+09,6.04e+08,1.19e+08,6.04e+08,6.18e+08,1.042e+09,0,9.16e+08,18,2.88e+08,1.3e+08,2.85e+08,-1.366e+09,-1e+06,-1.374e+09,1.313e+09,-2.12e+08,0,18,47,12,68,0,4.605e+09,-1.74e+08,5.94e+08,5.04e+08,0,7.063e+09,3.204e+09,2.198e+09,1.884e+09,5.179e+09,7.063e+09,4.979e+09,-2.846e+09,2014,4.47,135123042.5
"COL","9/30/15",1.357e+09,-4.6e+07,1.5e+07,37,-2.1e+08,1.519e+09,12,2.52e+08,-2.3e+07,2e+06,3.63e+09,157,1.65e+08,0,2.52e+08,1.023e+09,9.62e+08,-2.3e+07,0,9.64e+08,1.904e+09,31,1.614e+09,2.68e+08,7.03e+08,6.1e+07,1.824e+09,0,7.7e+07,1.68e+09,0,5e+06,0,-5.6e+07,-7.1e+07,7.49e+08,-4.92e+08,-2.94e+08,6.86e+08,5e+07,6.86e+08,6.94e+08,1.038e+09,0,1.008e+09,19,3.44e+08,1.1e+08,2.55e+08,-1.699e+09,-1e+06,-8.4e+07,1.684e+09,-2.58e+08,0,18,51,13,68,0,5.124e+09,-2.81e+08,6.06e+08,4.48e+08,0,7.304e+09,3.224e+09,2.06e+09,1.875e+09,5.429e+09,7.304e+09,5.244e+09,-3.071e+09,2015,5.19,132177264
"COL","9/30/16",1.325e+09,-9.1e+07,2e+07,35,-1.93e+08,1.506e+09,14,3.4e+08,-1.8e+07,1e+06,3.642e+09,149,2.19e+08,0,2.53e+08,9.99e+08,9.35e+08,-4e+06,0,1.035e+09,1.919e+09,31,1.617e+09,2.08e+08,6.67e+08,6.4e+07,1.939e+09,0,-1.1e+07,1.382e+09,0,6e+06,0,-8e+06,8.8e+07,7.23e+08,-4.22e+08,-2.09e+08,7.28e+08,7.1e+07,7.28e+08,7.27e+08,1.094e+09,0,9.79e+08,19,3.77e+08,1.17e+08,2.81e+08,-1.898e+09,-2e+06,-1.6e+07,1.895e+09,-2.09e+08,0,18,45,14,66,0,3.327e+09,-2.4e+08,6.38e+08,7.4e+08,0,7.707e+09,3.49e+09,2.346e+09,2.078e+09,5.629e+09,7.707e+09,5.259e+09,-8.58e+08,2016,5.58,130465949.8
